slope
""
0.06641461291330773
-0.20758852844712528
-0.5417266890685166
-0.8397455705295134
-0.9932533441676027
-1.2121761305162646
-1.4431741259241408
-1.4431741259241406
1.3208737355903541
1.3208737355903541
1.3208737355903541
1.3208737355903541
1.3208737355903535
1.3208737355903546
1.3208737355903535
1.3208737355903535
1.3208737355903546
1.3208737355903535
1.3208737355903546
1.3208737355903535
