0.773,0.222,0.005,0.0,0.0,0.0
0.047,0.482,0.384,0.087,0.0,0.0
0.001,0.169,0.481,0.336,0.012,0.0
0.0,0.008,0.185,0.628,0.179,0.0
0.0,0.0,0.003,0.219,0.735,0.043
0.0,0.0,0.0,0.0,0.347,0.653
