0.531,0.422,0.047,0.0,0.0,0.0
0.154,0.461,0.33,0.055,0.0,0.0
0.005,0.252,0.409,0.326,0.009,0.0
0.0,0.02,0.221,0.583,0.177,0.0
0.0,0.0,0.007,0.285,0.676,0.032
0.0,0.0,0.0,0.001,0.448,0.551
