,0,1,2,3,4,5,6,7,8,9,10
0,0.0,0.0,0.0,0.0,0.0,0.03959373576124206,0.07755963888503085,0.13809308697436903,0.24882718952543156,0.31321571554699196,0.2550070472564699
1,0.0,0.0,0.0,0.0,0.0,0.058370361438410984,0.11434091953463768,0.19535282191465583,0.3275614028080395,0.4076564673883046,0.32843857418981465
2,0.0,0.0,0.0,0.0,0.0,0.04812915983042121,0.09427956681828148,0.16412205129453503,0.28461795995855566,0.3561463187467919,0.2883873379007871
3,0.0,0.0,0.0,0.0,0.0,0.06243733494490122,0.12230765948614146,0.20775514749725288,0.34461505051770613,0.4281121148659374,0.3443436723535475
4,0.0,0.0,0.0,0.0,0.0,0.042603301652427844,0.08345503721593471,0.14727082466683228,0.26144691187803754,0.3283529223255855,0.2667768413928573
5,0.0,0.0,0.0,0.0,0.0,0.05427455740754169,0.10631770385492303,0.18286257701084976,0.31038686284145006,0.38705581108719345,0.31242072576605956
6,0.0,0.0,0.0,0.0,0.0,0.03677590479296498,0.07203982752758466,0.1295000491663956,0.2370114507305515,0.29904287747793445,0.24398708902764654
7,0.0,0.0,0.0,0.0,0.0,0.06534701727872236,0.12800739725380703,0.21662828807424256,0.35681594078385603,0.4427469375412163,0.35572284240981933
8,0.0,0.0,0.0,0.0,0.0,0.04538812674845045,0.08891019381211819,0.15576321033798102,0.27312425033249743,0.342359750833368,0.27766772043359406
9,0.0,0.0,0.0,0.0,0.0,0.05068975446254031,0.09929548136081656,0.17193064121082333,0.29535505443771476,0.3690253357957497,0.29840129764662476
